0056|17.2162|-67.6610870|Aps|Ara
0057|17.2314|-70.1597443|Aps|TrA
0058|14.9444|-70.5115433|Aps|TrA
0059|13.8307|-70.6244431|Aps|Cir
0060|13.8521|-75.6235962|Aps|Mus

0061|20.6399|+00.4361772|Aqr|Aql
0062|20.6387|+02.4360874|Aqr|Aql
0063|20.9387|+02.4773185|Aqr|Del
0064|21.4389|+02.5393796|Aqr|Equ
0065|21.5723|+02.5544112|Aqr|Peg
0066|21.5719|+03.3043909|Aqr|Peg
0067|21.7720|+03.3256676|Aqr|Peg
0068|21.7725|+02.3256910|Aqr|Peg
0069|22.1059|+02.3576119|Aqr|Peg
0070|22.1058|+02.6076074|Aqr|Peg
0071|22.8561|+02.6622071|Aqr|Peg
0072|22.8566|+00.6622211|Aqr|Psc
0073|22.8576|-03.3377509|Aqr|Psc
0074|23.9401|-03.3042023|Aqr|Psc
0075|23.9402|-06.3042021|Aqr|Psc
0076|23.9407|-24.8042011|Aqr|Cet
0077|23.1121|-24.8250446|Aqr|Scl
0078|21.9847|-24.9040413|Aqr|PsA
0079|21.9771|-08.4043999|Aqr|Cap
0080|21.4446|-08.4602947|Aqr|Cap
0081|21.4478|-14.4601107|Aqr|Cap
0082|20.6496|-14.5631361|Aqr|Cap
0083|20.6456|-08.5634165|Aqr|Cap

0084|18.6900|+00.1154895|Aql|Ser2
0085|18.6884|+02.1153460|Aql|Ser2
0086|18.9718|+02.1659052|Aql|Ser2
0087|18.9684|+06.4156075|Aql|Ser2
0088|18.7639|+06.3791943|Aql|Ser2
0089|18.7592|+12.1287737|Aql|Oph
0090|18.9638|+12.1651964|Aql|Her
0091|18.9582|+18.6647091|Aql|Her
0092|19.0917|+18.6882229|Aql|Sge
0093|19.0937|+16.3550682|Aql|Sge
0094|19.9281|+16.4957294|Aql|Sge
0095|19.9284|+16.0790844|Aql|Sge
0096|20.2373|+16.1275158|Aql|Sge
0097|20.2424|+08.8779116|Aql|Del
0098|20.4009|+08.9018240|Aql|Del
0099|20.4053|+02.4021468|Aql|Del
0100|20.6387|+02.4360874|Aql|Del
0101|20.6399|+00.4361772|Aql|Aqr
0102|20.6456|-08.5634165|Aql|Aqr
0103|20.1129|-08.6430750|Aql|Cap
0104|20.1151|-11.6762342|Aql|Cap
0105|18.9829|-11.8664360|Aql|Sgr
0106|18.9765|-03.8336766|Aql|Sct
0107|18.6932|-03.8842230|Aql|Sct

0108|16.6023|-60.2644577|Ara|TrA
0109|16.5714|-45.7670517|Ara|Nor
0110|17.9873|-45.5163460|Ara|Sco
0111|18.1539|-45.4859734|Ara|CrA
0112|18.1782|-56.9837723|Ara|Tel
0113|17.6779|-57.0747757|Ara|Pav
0114|17.7184|-67.5711060|Ara|Pav
0115|17.2162|-67.6610870|Ara|Aps
0116|17.0483|-67.6905823|Ara|TrA
0117|17.0362|-65.1916428|Ara|TrA
0118|16.9522|-65.2062531|Ara|TrA
0119|16.9463|-63.7900925|Ara|TrA
0120|16.7784|-63.8189964|Ara|TrA
0121|16.7692|-61.2364578|Ara|TrA
0122|16.6054|-61.2641945|Ara|TrA

0123|02.1110|+10.5143948|Ari|Cet
0124|01.7770|+10.5432396|Ari|Psc
0125|01.7830|+25.6263351|Ari|Psc
0126|02.0342|+25.6050701|Ari|Tri
0127|02.0354|+27.8550186|Ari|Tri
0128|02.5380|+27.8047638|Ari|Tri
0129|02.5402|+31.2213154|Ari|Tri
0130|02.8419|+31.1865025|Ari|Tri
0131|03.4951|+31.1003609|Ari|Per
0132|03.4860|+19.4343338|Ari|Tau
0133|03.4025|+19.4461136|Ari|Tau
0134|03.3964|+10.3632069|Ari|Tau

0135|04.6325|+30.9218750|Aur|Tau
0136|04.6383|+36.2547150|Aur|Per
0137|04.8305|+36.2218513|Aur|Per
0138|04.8560|+52.7196465|Aur|Per
0139|05.1657|+52.6655540|Aur|Cam
0140|05.1738|+56.1648331|Aur|Cam
0141|06.2754|+55.9658089|Aur|Cam
0142|06.2705|+53.9662552|Aur|Lyn
0143|06.6697|+53.8938293|Aur|Lyn
0144|06.6613|+49.8945885|Aur|Lyn
0145|06.9604|+49.8410034|Aur|Lyn
0146|06.9510|+44.3418388|Aur|Lyn
0147|07.5156|+44.2435493|Aur|Lyn
0148|07.5040|+35.2445297|Aur|Lyn
0149|06.6727|+35.3905640|Aur|Gem
0150|06.6644|+27.8913116|Aur|Gem
0151|06.0147|+28.0092907|Aur|Gem
0152|06.0153|+28.5092430|Aur|Tau
0153|04.8808|+28.7124405|Aur|Tau
0154|04.8824|+30.2123089|Aur|Tau
0155|04.6318|+30.2552605|Aur|Tau

0156|15.1854|+07.5253930|Boo|Ser1
0157|13.6043|+07.3605771|Boo|Vir
0158|13.6019|+14.3604937|Boo|Vir
0159|13.5969|+27.8603134|Boo|Com
0160|14.0526|+27.8976517|Boo|CVn
0161|14.0514|+30.1475964|Boo|CVn
0162|14.1259|+30.1545391|Boo|CVn
0163|14.1132|+47.9039383|Boo|CVn
0164|14.1056|+54.9035759|Boo|UMa
0165|14.4834|+54.9422379|Boo|UMa
0166|15.3061|+55.0448647|Boo|Dra
0167|15.3105|+52.5451736|Boo|Dra
0168|15.8056|+52.6174774|Boo|Dra
0169|15.8083|+51.1176796|Boo|Dra
0170|15.8244|+39.6189079|Boo|Her
0171|15.5096|+39.5721130|Boo|CrB
0172|15.5165|+32.5726128|Boo|CrB
0173|15.2677|+32.5376778|Boo|CrB
0174|15.2733|+25.5380573|Boo|CrB
0175|15.1737|+25.5246105|Boo|Ser1

0176|04.3384|-39.7007294|Cae|Eri
0177|04.3255|-48.6996651|Cae|Hor
0178|04.5575|-48.7384491|Cae|Dor
0179|04.5616|-46.2387962|Cae|Pic
0180|04.8935|-46.2959023|Cae|Pic
0181|04.8988|-42.7963676|Cae|Pic
0182|05.0650|-42.8255501|Cae|Pic
0183|05.0837|-27.0772038|Cae|Col
0184|04.9173|-27.0479794|Cae|Lep
0185|04.7842|-27.0248775|Cae|Eri
0186|04.7815|-29.7746429|Cae|Eri
0187|04.6651|-29.7546597|Cae|Eri
0188|04.6575|-36.7540054|Cae|Eri
0189|04.3420|-36.7010231|Cae|Eri

0190|06.2754|+55.9658089|Cam|Lyn
0191|05.1738|+56.1648331|Cam|Aur
0192|05.1657|+52.6655540|Cam|Aur
0193|04.8560|+52.7196465|Cam|Aur
0194|03.4875|+52.9366074|Cam|Per
0195|03.4921|+55.4362831|Cam|Per
0196|03.3236|+55.4596519|Cam|Per
0197|03.3276|+57.4593849|Cam|Per
0198|03.2601|+57.4684982|Cam|Per
0199|03.2930|+68.4662857|Cam|Cas
0200|03.6158|+68.4214401|Cam|Cas
0201|03.6872|+77.4163132|Cam|Cas
0202|03.7817|+77.4025955|Cam|Cep
0203|03.8354|+80.3986664|Cam|Cep
0204|05.3659|+80.1478500|Cam|Cep
0205|05.6357|+85.1239471|Cam|Cep
0206|08.5302|+84.6103745|Cam|Cep
0207|08.6935|+86.0975418|Cam|Cep
0208|14.2015|+85.9308090|Cam|UMi|a=3.5
0209|14.4522|+79.4449844|Cam|UMi
0210|13.5873|+79.3629303|Cam|UMi
0211|13.6105|+76.3638153|Cam|UMi
0212|13.0547|+76.3289108|Cam|UMi
0213|11.6290|+76.3084106|Cam|Dra
0214|11.6354|+79.3083420|Cam|Dra
0215|10.8546|+79.3401794|Cam|Dra
0216|10.8737|+81.3396072|Cam|Dra
0217|09.4794|+81.4677658|Cam|Dra
0218|09.3744|+72.9741364|Cam|Dra
0219|08.2057|+73.1383743|Cam|UMa
0220|08.1419|+59.6433983|Cam|UMa
0221|07.1835|+59.8037262|Cam|Lyn
0222|07.1901|+61.8031464|Cam|Lyn
0223|06.2938|+61.9641266|Cam|Lyn

0224|09.3603|+06.4700689|Cnc|Leo
0225|08.1948|+06.6302376|Cnc|Hya
0226|08.0366|+06.6549850|Cnc|CMi
0227|08.0387|+09.6548138|Cnc|CMi
0228|07.9222|+09.6734257|Cnc|CMi
0229|07.9248|+13.1732168|Cnc|CMi
0230|07.9298|+19.6728077|Cnc|Gem
0231|08.0047|+19.6608200|Cnc|Gem
0232|08.0114|+27.6602821|Cnc|Gem
0233|08.1277|+27.6419144|Cnc|Gem
0234|08.1329|+33.1415138|Cnc|Gem
0235|09.3764|+32.9691162|Cnc|Lyn

0236|12.1063|+33.3039627|CVn|Com
0237|12.1061|+44.3039627|CVn|UMa
0238|12.1884|+44.3043365|CVn|UMa
0239|12.1879|+52.3043365|CVn|UMa
0240|13.5828|+52.3598061|CVn|UMa
0241|13.5863|+47.8599281|CVn|UMa
0242|14.1132|+47.9039383|CVn|UMa
0243|14.1259|+30.1545391|CVn|Boo
0244|14.0514|+30.1475964|CVn|Boo
0245|14.0526|+27.8976517|CVn|Boo
0246|13.5969|+27.8603134|CVn|Boo
0247|13.3484|+27.8437748|CVn|Com
0248|13.3472|+31.3437366|CVn|Com
0249|12.4372|+31.3074341|CVn|Com
0250|12.4370|+33.3074303|CVn|Com

0251|06.2144|-11.0301533|CMa|Lep
0252|07.4649|-11.2521448|CMa|Mon
0253|07.4451|-33.2504692|CMa|Pup
0254|06.6603|-33.1128159|CMa|Pup
0255|06.1933|-33.0282326|CMa|Col
0256|06.1995|-27.2787991|CMa|Col

0257|08.1899|-00.3693900|CMi|Hya
0258|07.3066|-00.2243290|CMi|Mon
0259|07.3078|+01.2755718|CMi|Mon
0260|07.1245|+01.3074419|CMi|Mon
0261|07.1276|+05.3071680|CMi|Mon
0262|07.1110|+05.3100886|CMi|Mon
0263|07.1145|+09.8097754|CMi|Mon
0264|07.1165|+12.3095980|CMi|Gem
0265|07.6161|+12.2238722|CMi|Gem
0266|07.6168|+13.2238064|CMi|Gem
0267|07.9248|+13.1732168|CMi|Gem
0268|07.9222|+09.6734257|CMi|Cnc
0269|08.0387|+09.6548138|CMi|Cnc
0270|08.0366|+06.6549850|CMi|Cnc
0271|08.1948|+06.6302376|CMi|Cnc

0272|20.6456|-08.5634165|Cap|Aqr
0273|20.1129|-08.6430750|Cap|Aql
0274|20.1151|-11.6762342|Cap|Aql
0275|20.1277|-27.6419144|Cap|Sgr
0276|20.4599|-27.5913391|Cap|Sgr
0277|21.4554|-27.4596672|Cap|Mic
0278|21.4539|-24.9597607|Cap|PsA
0279|21.9847|-24.9040413|Cap|PsA
0280|21.9771|-08.4043999|Cap|Aqr
0281|21.4446|-08.4602947|Cap|Aqr
0282|21.4478|-14.4601107|Cap|Aqr
0283|20.6496|-14.5631361|Cap|Aqr

0284|11.3437|-57.1843452|Car|Cen
0285|11.0892|-57.1744423|Car|Cen
0286|08.8882|-56.9739723|Car|Vel
0287|08.8920|-54.9742203|Car|Vel
0288|08.5045|-54.9204712|Car|Vel
0289|08.5073|-53.4206772|Car|Vel
0290|08.2213|-53.3782196|Car|Vel
0291|08.2254|-51.1285286|Car|Vel
0292|08.0574|-51.1025848|Car|Vel
0293|06.0499|-50.7545471|Car|Pup
0294|06.0462|-52.5042114|Car|Pic
0295|06.2130|-52.5345764|Car|Pic
0296|06.2072|-55.0340500|Car|Pic
0297|06.5410|-55.0945587|Car|Pic
0298|06.5330|-58.0938416|Car|Pic
0299|06.8674|-58.1537018|Car|Pic
0300|06.8469|-64.1518784|Car|Pic
0301|09.0730|-64.4990387|Car|Vol
0302|09.0162|-75.4954681|Car|Vol
0303|11.3238|-75.6840134|Car|Cha
0304|11.3390|-64.6842651|Car|Mus

0305|22.9562|+53.1680298|Cas|And
0306|22.9536|+56.9179611|Cas|Lac
0307|22.9513|+59.7512321|Cas|Cep
0308|23.2573|+59.7646751|Cas|Cep
0309|23.2544|+63.6812897|Cas|Cep
0310|23.6812|+63.6928787|Cas|Cep
0311|23.6799|+66.6928711|Cas|Cep
0312|00.4509|+66.6924438|Cas|Cep
0313|00.4615|+77.6923447|Cas|Cep
0314|03.6872|+77.4163132|Cas|Cep
0315|03.6158|+68.4214401|Cas|Cam
0316|03.2930|+68.4662857|Cas|Cam
0317|03.2601|+57.4684982|Cas|Cam
0318|02.5842|+57.5513000|Cas|Per
0319|02.5868|+59.0511551|Cas|Per
0320|02.0530|+59.1046104|Cas|Per
0321|02.0516|+58.1046753|Cas|Per
0322|01.8397|+58.1227188|Cas|Per
0323|01.8356|+54.6228828|Cas|Per
0324|01.4971|+54.6477699|Cas|Per
0325|01.4939|+50.6478767|Cas|Per
0326|01.2404|+50.6632347|Cas|And
0327|01.2392|+48.6632690|Cas|And
0328|00.9859|+48.6757393|Cas|And
0329|00.9851|+46.6757545|Cas|And
0330|00.2762|+46.6949348|Cas|And
0331|00.2764|+48.6949348|Cas|And
0332|23.6851|+48.6929169|Cas|And
0333|23.6847|+50.6929131|Cas|And
0334|23.4310|+50.6870193|Cas|And
0335|23.4302|+53.1870041|Cas|And

0336|11.0986|-35.6746559|Cen|Hya
0337|11.0971|-40.4246216|Cen|Ant
0338|11.0892|-57.1744423|Cen|Vel
0339|11.3437|-57.1843452|Cen|Car
0340|11.3390|-64.6842651|Cen|Car
0341|11.9372|-64.6957855|Cen|Mus
0342|11.9381|-55.6957932|Cen|Cru
0343|12.9556|-55.6771049|Cen|Cru
0344|12.9626|-64.6769638|Cen|Cru
0345|13.6454|-64.6379395|Cen|Mus
0346|14.7010|-64.5390244|Cen|Cir
0347|14.6823|-55.5400887|Cen|Cir
0348|14.3105|-55.5799522|Cen|Lup
0349|14.2967|-42.5806465|Cen|Lup
0350|15.0531|-42.4941750|Cen|Lup
0351|15.0421|-29.9948788|Cen|Lup
0352|12.6945|-30.1863899|Cen|Hya
0353|12.6951|-33.6863785|Cen|Hya
0354|12.3592|-33.6938934|Cen|Hya
0355|12.3594|-35.6938896|Cen|Hya

0356|20.0382|+59.8510780|Cep|Cyg
0357|20.0323|+61.8506203|Cep|Dra
0358|20.4541|+61.9143791|Cep|Dra
0359|20.4345|+67.4129562|Cep|Dra
0360|20.6889|+67.4490280|Cep|Dra
0361|20.6382|+75.4455261|Cep|Dra
0362|20.1249|+75.3708725|Cep|Dra
0363|20.0449|+80.3647766|Cep|Dra
0364|20.9137|+80.4867859|Cep|Dra
0365|20.5814|+86.4656219|Cep|Dra
0366|20.5554|+86.6306305|Cep|UMi
0367|22.9007|+86.8368912|Cep|UMi
0368|22.6174|+88.6638870|Cep|UMi
0369|09.0555|+87.5689163|Cep|UMi|a=2
0370|08.6935|+86.0975418|Cep|UMi
0371|08.5302|+84.6103745|Cep|Cam
0372|05.6357|+85.1239471|Cep|Cam|a
0373|05.3659|+80.1478500|Cep|Cam
0374|03.8354|+80.3986664|Cep|Cam
0375|03.7817|+77.4025955|Cep|Cam
0376|03.6872|+77.4163132|Cep|Cam
0377|00.4615|+77.6923447|Cep|Cas|a=13.5
0378|00.4509|+66.6924438|Cep|Cas
0379|23.6799|+66.6928711|Cep|Cas
0380|23.6812|+63.6928787|Cep|Cas
0381|23.2544|+63.6812897|Cep|Cas
0382|23.2573|+59.7646751|Cep|Cas
0383|22.9513|+59.7512321|Cep|Cas
0384|22.9536|+56.9179611|Cep|Cas
0385|22.3941|+56.8825760|Cep|Lac
0386|22.3954|+55.6326256|Cep|Lac
0387|22.2092|+55.6178436|Cep|Lac
0388|22.2116|+53.3679428|Cep|Lac
0389|22.0426|+53.3532715|Cep|Lac
0390|22.0401|+55.4364891|Cep|Cyg
0391|20.6554|+55.2753258|Cep|Cyg
0392|20.6416|+61.3576965|Cep|Cyg
0393|20.5774|+61.3486443|Cep|Cyg
0394|20.5811|+59.9322395|Cep|Cyg

0395|00.4401|+00.6925398|Cet|Psc
0396|00.4403|+02.6925383|Cet|Psc
0397|02.1077|+02.5978806|Cet|Psc
0398|02.1110|+10.5143948|Cet|Psc
0399|03.3964|+10.3632069|Cet|Ari
0400|03.3902|+00.4469725|Cet|Tau
0401|03.3891|-01.3029516|Cet|Tau
0402|02.7559|-01.2210265|Cet|Eri
0403|02.7433|-23.8536034|Cet|Eri
0404|01.7644|-23.7562580|Cet|For
0405|01.7639|-24.8729095|Cet|For
0406|23.9407|-24.8042011|Cet|Scl
0407|23.9402|-06.3042021|Cet|Aqr
0408|00.4395|-06.3074551|Cet|Psc

0409|07.4435|-82.7758865|Cha|Men
0410|13.9407|-83.1200714|Cha|Oct
0411|13.8521|-75.6235962|Cha|Aps
0412|11.3238|-75.6840134|Cha|Mus
0413|09.0162|-75.4954681|Cha|Car
0414|07.6143|-75.2899170|Cha|Vol

0415|13.6454|-64.6379395|Cir|Cen
0416|13.6472|-65.6378784|Cir|Mus
0417|13.8179|-65.6249542|Cir|Mus
0418|13.8307|-70.6244431|Cir|Mus
0419|14.9444|-70.5115433|Cir|Aps
0420|14.9336|-68.0122070|Cir|TrA
0421|15.1038|-67.9909286|Cir|TrA
0422|15.0902|-64.0751266|Cir|TrA
0423|15.3444|-64.0415649|Cir|TrA
0424|15.3370|-61.4587479|Cir|TrA
0425|15.5060|-61.4353065|Cir|TrA
0426|15.5033|-60.4354935|Cir|TrA
0427|15.4921|-55.4362831|Cir|Nor
0428|15.2056|-55.4754944|Cir|Nor
0429|14.6823|-55.5400887|Cir|Lup
0430|14.7010|-64.5390244|Cir|Cen

0431|05.0650|-42.8255501|Col|Pic
0432|05.0837|-27.0772038|Col|Cae
0433|06.1995|-27.2787991|Col|Lep
0434|06.1933|-33.0282326|Col|CMa
0435|06.6603|-33.1128159|Col|CMa
0436|06.6473|-43.1116486|Col|Pup
0437|06.0635|-43.0057793|Col|Pup

0438|11.9736|+13.3040485|Com|Vir
0439|11.9739|+28.3040466|Com|Leo
0440|12.1064|+28.3039627|Com|UMa
0441|12.1063|+33.3039627|Com|UMa
0442|12.4370|+33.3074303|Com|CVn
0443|12.4372|+31.3074341|Com|CVn
0444|13.3472|+31.3437366|Com|CVn
0445|13.3484|+27.8437748|Com|CVn
0446|13.5969|+27.8603134|Com|CVn
0447|13.6019|+14.3604937|Com|Boo
0448|12.9373|+14.3225088|Com|Vir
0449|12.9375|+13.3225126|Com|Vir

0450|17.9750|-37.0174599|CrA|Sco
0451|19.3064|-36.7785645|CrA|Sgr
0452|19.3180|-45.2775650|CrA|Sgr
0453|18.1539|-45.4859734|CrA|Tel
0454|17.9873|-45.5163460|CrA|Ara

0455|15.2733|+25.5380573|CrB|Ser1
0456|15.2677|+32.5376778|CrB|Boo
0457|15.5165|+32.5726128|CrB|Boo
0458|15.5096|+39.5721130|CrB|Boo
0459|15.8244|+39.6189079|CrB|Boo
0460|16.4048|+39.7117195|CrB|Her
0461|16.4187|+26.7128716|CrB|Her
0462|16.2524|+26.6855240|CrB|Her
0463|16.2533|+25.6855946|CrB|Her
0464|16.1204|+25.6641407|CrB|Her

0465|12.9422|-11.6773882|Crv|Vir
0466|11.9398|-11.6957970|Crv|Vir
0467|11.9394|-25.1957951|Crv|Crt
0468|12.6936|-25.1864014|Crv|Hya
0469|12.6932|-22.6864090|Crv|Hya
0470|12.9445|-22.6773415|Crv|Hya

0471|10.8551|-06.6621790|Crt|Leo
0472|10.8539|-11.6621428|Crt|Sex
0473|10.8517|-19.6620827|Crt|Hya
0474|10.9354|-19.6666222|Crt|Hya
0475|10.9339|-25.1665821|Crt|Hya
0476|11.9394|-25.1957951|Crt|Hya
0477|11.9398|-11.6957970|Crt|Crv
0478|11.9399|-06.6957974|Crt|Vir
0479|11.6228|-06.6916924|Crt|Vir

0480|11.9381|-55.6957932|Cru|Cen
0481|11.9372|-64.6957855|Cru|Cen
0482|12.9626|-64.6769638|Cru|Mus
0483|12.9556|-55.6771049|Cru|Cen

0484|19.3422|+27.7324085|Cyg|Vul
0485|19.3397|+30.2321968|Cyg|Lyr
0486|19.4399|+30.2493153|Cyg|Lyr
0487|19.4328|+36.7487144|Cyg|Lyr
0488|19.4746|+36.7558022|Cyg|Lyr
0489|19.4656|+43.7550354|Cyg|Lyr
0490|19.2314|+43.7149391|Cyg|Lyr
0491|19.2250|+47.7143936|Cyg|Lyr
0492|19.1414|+47.6998672|Cyg|Lyr
0493|19.1251|+55.6984482|Cyg|Dra
0494|19.4603|+55.7560043|Cyg|Dra
0495|19.4540|+58.2554703|Cyg|Dra
0496|19.8067|+58.3138733|Cyg|Dra
0497|19.8026|+59.8135414|Cyg|Dra
0498|20.0382|+59.8510780|Cyg|Dra
0499|20.5811|+59.9322395|Cyg|Cep
0500|20.5774|+61.3486443|Cyg|Cep
0501|20.6416|+61.3576965|Cyg|Cep
0502|20.6554|+55.2753258|Cyg|Cep
0503|22.0401|+55.4364891|Cyg|Cep
0504|22.0426|+53.3532715|Cyg|Cep
0505|22.0508|+44.6036453|Cyg|Lac
0506|21.9919|+44.5982513|Cyg|Lac
0507|21.9921|+44.3482628|Cyg|Lac
0508|21.9584|+44.3451195|Cyg|Lac
0509|21.9641|+36.5953827|Cyg|Lac
0510|21.8213|+36.5815468|Cyg|Peg
0511|21.8263|+28.5817947|Cyg|Peg
0512|21.5080|+28.5480537|Cyg|Peg
0513|21.0056|+28.4871883|Cyg|Vul
0514|21.0048|+29.4871387|Cyg|Vul
0515|19.7501|+29.3010578|Cyg|Vul
0516|19.7515|+27.8011742|Cyg|Vul

0517|20.6387|+02.4360874|Del|Aqr
0518|20.4053|+02.4021468|Del|Aql
0519|20.4009|+08.9018240|Del|Aql
0520|20.2424|+08.8779116|Del|Aql
0521|20.2373|+16.1275158|Del|Aql
0522|20.3458|+16.1439629|Del|Sge
0523|20.3423|+20.8936996|Del|Sge
0524|20.6598|+20.9399471|Del|Vul
0525|20.6605|+19.9399967|Del|Vul
0526|21.1453|+20.0046406|Del|Vul
0527|21.1499|+12.3382607|Del|Peg
0528|20.9746|+12.3157644|Del|Equ
0529|20.9781|+06.4826641|Del|Equ
0530|20.9364|+06.4771614|Del|Equ
0531|20.9387|+02.4773185|Del|Equ

0532|03.8879|-52.7968445|Dor|Hor
0533|04.0532|-52.8228111|Dor|Ret
0534|04.0462|-56.1555862|Dor|Ret
0535|04.3767|-56.2093849|Dor|Ret
0536|04.3703|-58.7088547|Dor|Ret
0537|04.6183|-58.7506638|Dor|Ret
0538|04.5863|-67.2479248|Dor|Ret
0539|04.5721|-69.7467194|Dor|Hyi
0540|06.5636|-70.1041336|Dor|Men
0541|06.5958|-64.1070251|Dor|Vol
0542|06.0116|-64.0010529|Dor|Pic
0543|06.0230|-61.0020981|Dor|Pic
0544|05.5238|-60.9112892|Dor|Pic
0545|05.5346|-57.4122620|Dor|Pic
0546|05.0365|-57.3230400|Dor|Pic
0547|05.0451|-53.8238029|Dor|Pic
0548|04.5478|-53.7376366|Dor|Pic
0549|04.5575|-48.7384491|Dor|Pic
0550|04.3255|-48.6996651|Dor|Cae
0551|04.1433|-48.6699715|Dor|Hor
0552|04.1399|-50.6697006|Dor|Hor
0553|03.8918|-50.6304779|Dor|Hor

0554|09.3744|+72.9741364|Dra|UMa
0555|09.4794|+81.4677658|Dra|Cam
0556|10.8737|+81.3396072|Dra|Cam
0557|10.8546|+79.3401794|Dra|Cam
0558|11.6354|+79.3083420|Dra|Cam
0559|11.6290|+76.3084106|Dra|Cam
0560|13.0547|+76.3289108|Dra|Cam
0561|13.0732|+69.3293610|Dra|UMi
0562|14.0434|+69.3991165|Dra|UMi
0563|14.0547|+65.3996506|Dra|UMi
0564|15.6886|+65.6023483|Dra|UMi
0565|15.6700|+69.6009445|Dra|UMi
0566|16.5227|+69.7383041|Dra|UMi
0567|16.4814|+74.7347870|Dra|UMi
0568|17.4358|+74.9033127|Dra|UMi
0569|17.3479|+79.8953476|Dra|UMi
0570|17.8437|+79.9857483|Dra|UMi
0571|17.4481|+85.9495697|Dra|UMi
0572|20.5814|+86.4656219|Dra|UMi
0573|20.9137|+80.4867859|Dra|Cep
0574|20.0449|+80.3647766|Dra|Cep
0575|20.1249|+75.3708725|Dra|Cep
0576|20.6382|+75.4455261|Dra|Cep
0577|20.6889|+67.4490280|Dra|Cep
0578|20.4345|+67.4129562|Dra|Cep
0579|20.4541|+61.9143791|Dra|Cep
0580|20.0323|+61.8506203|Dra|Cep
0581|20.0382|+59.8510780|Dra|Cep
0582|19.8026|+59.8135414|Dra|Cyg
0583|19.8067|+58.3138733|Dra|Cyg
0584|19.4540|+58.2554703|Dra|Cyg
0585|19.4603|+55.7560043|Dra|Cyg
0586|19.1251|+55.6984482|Dra|Cyg
0587|19.1414|+47.6998672|Dra|Cyg
0588|18.2895|+47.5476036|Dra|Lyr
0589|18.2838|+50.5470886|Dra|Her
0590|17.0524|+50.3244438|Dra|Her
0591|17.0505|+51.3242683|Dra|Her
0592|15.8083|+51.1176796|Dra|Her
0593|15.8056|+52.6174774|Dra|Boo
0594|15.3105|+52.5451736|Dra|Boo
0595|15.3061|+55.0448647|Dra|Boo
0596|14.4834|+54.9422379|Dra|Boo
0597|14.4697|+62.4414825|Dra|UMa
0598|13.5716|+62.3593979|Dra|UMa
0599|13.5700|+63.3593445|Dra|UMa
0600|12.1054|+63.3039627|Dra|UMa
0601|12.1053|+65.8039627|Dra|UMa
0602|11.4566|+65.8126068|Dra|UMa
0603|11.4641|+72.8125000|Dra|UMa

0604|20.9387|+02.4773185|Equ|Aqr
0605|20.9364|+06.4771614|Equ|Del
0606|20.9781|+06.4826641|Equ|Del
0607|20.9746|+12.3157644|Equ|Del
0608|21.1499|+12.3382607|Equ|Del
0609|21.2167|+12.3465548|Equ|Peg
0610|21.2163|+13.0132008|Equ|Peg
